提供機關名稱,資料集名稱,瀏覽次數,下載次數,資料集評分,上架日期
法務部矯正署,矯正署澎湖少年觀護所法定預算(按年),633,32,,2015/10/12
法務部矯正署,矯正署南投看守所預算案(按年),525,46,,2015/10/14
法務部矯正署,矯正署綠島監獄分決算(按年),633,40,,2015/10/12
法務部矯正署,矯正署澎湖少年觀護所預算案(按年),604,33,,2015/10/12
法務部矯正署,矯正署花蓮少年觀護所預算案(XML)(按年),568,48,,2015/10/14
法務部矯正署,矯正署金門少年觀護所預算案(按年),492,45,,2015/10/14
法務部矯正署,矯正署臺北女子看守所預算案(按年),646,52,,2015/10/12
法務部矯正署,矯正署澎湖少年觀護所分決算(按年),549,12,,2015/10/12
法務部調查局,法務部調查局公務員赴陸安全宣導統計表,735,54,,2015/10/14
法務部矯正署,矯正署澎湖少年觀護所104年會計報告(按月),697,277,,2015/10/12
法務部矯正署,矯正署花蓮少年觀護所法定預算(XML)(按年),546,27,,2015/10/14
法務部矯正署,矯正署南投看守所法定預算(按年),607,29,,2015/10/14
法務部矯正署,矯正署花蓮少年觀護所分決算(XML)(按年),513,8,,2015/10/14
法務部矯正署,矯正署臺中戒治所104年會計報告(按月),587,232,,2015/10/12
法務部矯正署,矯正署金門監獄法定預算(按年),527,33,,2015/10/14
法務部司法官學院,法務部司法官學院圖書室圖書資訊查詢系統,"1,081",29,,2015/10/12
法務部矯正署,矯正署金門看守所法定預算(按年),519,55,,2015/10/14
法務部矯正署,矯正署臺北女子看守所決算案(按年),685,68,,2015/10/12
法務部矯正署,矯正署花蓮少年觀護所會計報告(XML)(按月),637,273,,2015/10/14
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「從西方社會成癮性監禁政策檢視我國當前的重刑化刑事政策」,698,36,,2015/10/12
法務部矯正署,矯正署連江看守所法定預算(按年),497,51,,2015/10/14
法務部矯正署,矯正署臺中戒治所分決算(按年),688,21,,2015/10/12
法務部矯正署,矯正署金門少年觀護所法定預算(按年),663,47,,2015/10/14
法務部司法官學院,"刑事政策與犯罪研究論文集(16)-「兩岸刑事訴訟管轄權移轉之探討－以歐洲刑事訴訟移轉管轄公約為中心 」",866,35,,2015/10/12
法務部矯正署,矯正署臺中少年觀護所分決算(按年),557,23,,2015/10/12
法務部矯正署,矯正署宜蘭看守所104年會計報告(按月),637,188,,2015/10/14
法務部矯正署,矯正署高雄女子戒治所104年會計報告(按月),608,211,,2015/10/14
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「再犯特性與風險因子之研究：以成年假釋人為例」,"1,321",56,,2015/10/12
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「性侵害事件受保護處分少年社區處遇之研究」,747,99,,2015/10/12
法務部矯正署,矯正署金門監獄分決算(按年),589,79,,2015/10/14
法務部矯正署,矯正署臺中少年觀護所預算案(按年),569,99,,2015/10/12
法務部矯正署,矯正署南投看守所分決算(按年),569,18,,2015/10/14
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「藥物濫用預防模式與國際預防準則之探討」,678,24,,2015/10/12
法務部矯正署,矯正署金門看守所分決算(按年),534,22,,2015/10/14
法務部矯正署,矯正署南投看守所104年會計報告(按月),638,283,,2015/10/14
法務部矯正署,矯正署臺中少年觀護所法定預算(按年),685,50,,2015/10/12
法務部矯正署,矯正署連江看守所分決算(按年),499,37,,2015/10/14
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「刑事司法系統對家庭暴力處理現況與問題探討」,838,29,,2015/10/12
法務部矯正署,矯正署高雄監獄分決算(按年),536,24,,2015/10/14
法務部矯正署,矯正署臺中少年觀護所104年會計報告(按月),534,147,,2015/10/14
法務部矯正署,矯正署金門少年觀護守所分決算(按年),556,20,,2015/10/14
法務部矯正署,矯正署宜蘭少年觀護所104年會計報告(按月),610,267,,2015/10/14
法務部矯正署,矯正署金門監獄104年會計報告(按月),705,217,,2015/10/14
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「影響賄選行賄罪量刑之因素」,756,32,,2015/10/13
法務部秘書處,法務部各單位解降密數量統計表(按月),"1,038",365,,2015/10/14
法務部矯正署,矯正署宜蘭看守所法定預算書(按年),549,46,,2015/10/14
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「一般青少年、中止犯與持續犯生命歷程之比較」,638,33,,2015/10/13
法務部矯正署,矯正署宜蘭少年觀護所法定預算書(按年),760,28,100,2016/02/05
法務部矯正署,矯正署宜蘭看守所預算案(按年),726,45,,2016/02/05
法務部矯正署,矯正署宜蘭少年觀護所預算案(按年),446,19,,2016/02/05
法務部秘書處,法務部重要公文掃描統計表(按月),981,476,,2015/10/14
法務部矯正署,矯正署高雄監獄法定預算(按年),544,37,,2015/10/14
法務部秘書處,法務部紙本及影像調案數量分類統計表(按月),926,370,,2015/10/14
法務部秘書處,法務部檔案數量統計表(按月),922,364,,2015/10/14
法務部秘書處,法務部檔案應用統計表(按月),850,383,,2015/10/14
法務部矯正署,矯正署嘉義看守所預算案(按年),716,81,,2015/10/12
法務部矯正署,矯正署臺中看守所104年會計報告(按月),612,131,,2015/10/14
法務部矯正署,矯正署嘉義看守所法定預算(按年),806,54,,2015/10/12
法務部矯正署,矯正署嘉義看守所分決算(按年),675,45,,2015/10/12
法務部矯正署,矯正署嘉義看守所104年會計報告(按月),"1,185",381,,2015/10/12
法務部矯正署,矯正署嘉義少年觀護所預算案(按年),"1,142",98,,2015/10/12
法務部矯正署,矯正署臺中看守所預算案(按年),583,71,,2015/10/14
法務部矯正署,矯正署嘉義少年觀護所法定預算(按年),937,57,,2015/10/12
法務部矯正署,矯正署嘉義少年觀護所分決算(按年),"1,085",22,,2015/10/12
法務部矯正署,矯正署嘉義少年觀護所104年會計報告(按月),865,293,,2015/10/12
法務部矯正署,矯正署臺中看守所法定預算(按年),570,43,,2015/10/14
法務部矯正署,矯正署臺中看守所分決算(按年),544,27,,2015/10/14
福建金門地方檢察署,福建金門地方檢察署單位預算,"1,029",342,,2015/10/13
福建金門地方檢察署,福建金門地方檢察署單位決算,692,143,,2015/10/13
臺灣花蓮地方法院,公告本院104年9月會計月報(XML檔),520,11,,2015/10/13
嘉義市政府,嘉義市政府最新債務訊息,"1,522",270,,2017/01/19
法務部調查局,法務部調查局國際事務工作(國際訓練)施政計畫執行情形,749,85,,2015/10/14
法務部矯正署,法務部矯正署高雄女子監獄預算案(按年),712,39,,2015/10/14
法務部矯正署,矯正署高雄女子監獄104年會計報告(按月),748,226,,2015/10/14
法務部矯正署,矯正署高雄女子戒治所分決算(按年),545,29,,2015/10/14
法務部秘書處,法務部歸檔案件統計表(按月),"1,630",920,,2015/10/14
法務部矯正署,矯正署高雄女子戒治所法定預算(按年),534,35,,2015/10/14
法務部調查局,法務部調查局國際事務工作(犯罪情資)施政計畫執行情形(按半年),731,72,,2015/10/14
法務部矯正署,矯正署自強外役監獄預算案(按年),708,97,,2015/10/16
福建高等檢察署金門檢察分署,福建高等檢察署金門檢察分署單位決算,814,278,,2015/10/13
法務部矯正署,矯正署高雄女子戒治所預算案(按年),594,49,,2015/10/14
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「性侵犯罪化學去勢的本質與爭議」,821,55,,2015/10/13
法務部矯正署,矯正署自強外役監獄104年會計報告(按月),613,125,,2015/10/16
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「北歐國家修復式司法實施制度之比較」,836,31,,2015/10/13
法務部調查局,法務部調查局國際合作工作施政計畫執行情形(按半年),682,81,,2015/10/14
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「犯罪現場調查與司法科技發展之研究」,777,28,,2015/10/13
法務部秘書處,法務部歸檔案件統計表(按年),672,39,,2015/10/14
臺灣雲林地方法院,臺灣雲林地方法院104年9月份會計報告,602,14,,2015/10/13
法務部矯正署,矯正署自強外役監獄法定預算(按年),650,57,,2015/10/16
法務部司法官學院,刑事政策與犯罪研究論文集(16)-「影像處理技術於偵查與鑑識之應用-由二維到三維空間」,702,36,,2015/10/13
法務部矯正署,矯正署自強外役監獄分決算(按年),587,38,,2015/12/22
國史館,國史館104年9月會計月報,768,106,,2015/10/13
法務部矯正署,矯正署南投少年觀護所預算案(按年),583,53,,2015/10/14
法務部矯正署,矯正署南投少年觀護所法定預算(按年),619,33,,2015/10/14
福建高等檢察署金門檢察分署,福建高等檢察署金門檢察分署預算案,783,82,,2015/10/13
法務部,法務部貪瀆起訴統計月報,"1,311",436,,2015/10/13
福建金門地方檢察署,福建金門地方檢察署會計月報,787,28,,2015/10/13
福建高等檢察署金門檢察分署,福建高等檢察署金門檢察分署法定預算,"1,031",117,40,2015/10/13
法務部矯正署,矯正署南投少年觀護所分決算(按年),605,19,,2015/10/14
法務部,法務部請託關說登錄資料統計季報,"1,015",54,,2015/10/13
法務部,法務部廉政會報會議紀錄,"1,174",68,,2015/10/13
法務部矯正署,矯正署南投少年觀護所104年會計報告(按月),795,314,,2015/10/14
福建省政府,福建省政府104年度9月份會計報告,905,79,,2015/10/13
法務部矯正署,矯正署雲林第二監獄104年會計報告(按月),736,272,,2015/10/15
法務部會計處,法務部會計處重要措施-法務部會計處暨所屬會(主)計機構優秀主計人員(按年),950,109,,2015/10/13
法務部調查局,法務部調查局單位預算(按年),960,193,,2015/10/14
法務部調查局,法務部調查局單位決算(按年),688,121,,2015/10/14
法務部矯正署,矯正署雲林看守所104年會計報告(按月),817,379,,2015/10/15
法務部矯正署,矯正署雲林少年觀護所104年會計報告(按月),871,354,,2015/10/13
法務部矯正署,矯正署雲林第二監獄預算案(按年),713,72,,2015/10/13
法務部調查局,法務部調查局保防教育宣導統計表,714,59,,2015/10/14
法務部矯正署,矯正署雲林看守所預算案(按年),669,87,,2015/10/15
法務部矯正署,矯正署雲林少年觀護所預算案(按年),752,72,,2015/10/15
法務部調查局,法務部調查局清流月刊投稿及刊登篇數統計表,"1,403",168,,2015/10/14
法務部矯正署,矯正署雲林第二監獄法定預算(按年),621,48,,2015/10/14
法務部矯正署,矯正署雲林看守所法定預算(按年),525,28,,2015/10/15
法務部矯正署,矯正署雲林少年觀護所法定預算(按年),548,42,,2015/10/15
法務部矯正署,矯正署雲林第二監獄分決算(按年),716,34,,2015/10/15
法務部司法官學院,法務部司法官學院公務預算,716,175,,2015/10/19
法務部矯正署,矯正署雲林看守所分決算(按年),646,46,,2015/10/15
法務部矯正署,矯正署雲林少年觀護所分決算(按年),673,37,,2015/10/15
法務部秘書處,法務部收發文統計表(按年),741,89,,2015/10/14
法務部矯正署,矯正署金門看守所104年會計報告(按月),686,179,,2015/10/14
法務部法制司,兩公約初次國家人權報告「結論性意見與建議」各部會辦理情形,731,31,,2015/10/14
法務部司法官學院,法務部司法官學院決算書(按年),657,239,,2015/10/19
法務部法制司,兩公約國家報告相關準則,693,74,,2015/10/14
法務部秘書處,法務部發文代字表（按年）,749,42,,2015/10/14
法務部會計處,法務部會計處重要措施-辦理「法務部所屬會計人員公務會計業務研習班」實施計畫(按年),761,52,,2015/10/13
法務部矯正署,矯正署基隆監獄104年會計報告(按月),680,69,,2015/12/28
法務部秘書處,法務部收發文統計表（按月）,802,315,,2015/10/14
法務部矯正署,矯正署東成技能訓練所法定預算(按年),603,37,,2015/10/14
法務部司法官學院,法務部司法官學院會計月報(按月),"1,160",275,,2015/10/19
法務部矯正署,矯正署連江看守所104年會計報告(按月),621,186,,2015/10/14
法務部調查局,法務部調查局國人來局參觀統計(按半年),842,107,,2015/10/14
法務部矯正署,矯正署基隆監獄分決算(按年),"1,058",23,,2015/10/14
法務部矯正署,矯正署岩灣技能訓練所104年會計報告(按月),631,115,,2015/10/14
法務部矯正署,矯正署岩灣技能訓練所分決算(按年),623,18,,2015/10/14
法務部矯正署,矯正署基隆監獄法定預算(按年),706,50,,2015/10/14
法務部矯正署,矯正署岩灣技能訓練所法定預算(按年),581,60,,2015/10/14
法務部矯正署,矯正署岩灣技能訓練所預算案(按年),544,35,,2015/10/14
法務部矯正署,矯正署臺中監獄預算案(按年),621,35,,2015/10/14
法務部矯正署,矯正署金門少年觀護所104年會計報告(按月),775,218,,2015/10/14
法務部矯正署,矯正署宜蘭看守所分決算(按年),561,30,,2015/10/14
法務部矯正署,矯正署臺中監獄法定預算(按年),627,40,,2015/10/16
法務部矯正署,矯正署宜蘭少年觀護所分決算(按年),603,30,,2015/10/14
法務部矯正署,矯正署臺中監獄分決算(按年),607,15,,2015/10/16
法務部矯正署,法務部矯正署高雄女子監獄法定預算(按年),669,29,,2015/10/14
法務部矯正署,矯正署高雄戒治所分決算(按年),600,31,,2015/10/14
法務部矯正署,矯正署基隆監獄預算案(按年),714,63,,2015/10/14
法務部矯正署,法務部矯正署高雄女子監獄分決算(按年),818,37,,2015/10/14
法務部秘書處,法務部國有財產增減表(按月),640,55,,2015/10/14
法務部行政執行署,法務部行政執行署及所屬單位預算,744,69,,2015/10/14
法務部行政執行署,法務部行政執行署分預算,609,60,,2015/10/14
法務部行政執行署,法務部行政執行署臺北分署分預算,695,45,,2015/10/14
法務部行政執行署,法務部行政執行署新北分署分預算,755,43,,2015/10/14
法務部行政執行署,法務部行政執行署士林分署分預算,686,52,,2015/10/14
